,country,code,year,total_plastic_prod
0,Myanmar,MMR,1990,70910.1195710474
0,Myanmar,MMR,1991,69389.43524707598
0,Myanmar,MMR,1992,80845.30331294578
0,Myanmar,MMR,1993,106037.64026877623
0,Myanmar,MMR,1994,148587.7694771376
0,Myanmar,MMR,1995,177315.23156144877
0,Myanmar,MMR,1996,205287.19299672238
0,Myanmar,MMR,1997,158310.83055590955
0,Myanmar,MMR,1998,216548.12873072873
0,Myanmar,MMR,1999,284514.07632798946
0,Myanmar,MMR,2000,298535.0051798155
0,Myanmar,MMR,2001,217162.5949924666
0,Myanmar,MMR,2002,227214.54506130613
0,Myanmar,MMR,2003,350901.23689136485
0,Myanmar,MMR,2004,354261.8370277494
0,Myanmar,MMR,2005,401853.3728231233
0,Myanmar,MMR,2006,486186.16272482235
0,Myanmar,MMR,2007,676600.9267663072
0,Myanmar,MMR,2008,1068165.8708791954
0,Myanmar,MMR,2009,1237249.3193527067
0,Myanmar,MMR,2010,1660814.9446757347
0,Myanmar,MMR,2011,2010690.4345044806
0,Myanmar,MMR,2012,2009365.242676129
0,Myanmar,MMR,2013,2020493.1304806296
0,Myanmar,MMR,2014,2196885.3208676027
0,Myanmar,MMR,2015,1998285.2933039437
0,Myanmar,MMR,2016,2122025.426794075
0,Myanmar,MMR,2017,2214373.7531528627
0,Myanmar,MMR,2018,2274967.880112459
0,Myanmar,MMR,2019,2516495.831119278
0,Myanmar,MMR,2020,2648614.857254236
0,Myanmar,MMR,2021,2224171.2162844143
0,Myanmar,MMR,2022,2086982.199846644
0,Myanmar,MMR,2023,2172870.5278109233
0,Togo,TGO,1990,79291.17321057855
0,Togo,TGO,1991,78018.96314735874
0,Togo,TGO,1992,82433.33298480342
0,Togo,TGO,1993,60061.264080901696
0,Togo,TGO,1994,47845.80947258408
0,Togo,TGO,1995,63756.2889307107
0,Togo,TGO,1996,71355.40340889926
0,Togo,TGO,1997,72986.71553483138
0,Togo,TGO,1998,77290.83507759252
0,Togo,TGO,1999,76771.1296774024
0,Togo,TGO,2000,72642.96000248259
0,Togo,TGO,2001,72182.65682815299
0,Togo,TGO,2002,83102.30704679452
0,Togo,TGO,2003,103024.00951579429
0,Togo,TGO,2004,110043.24576043955
0,Togo,TGO,2005,111089.6587525309
0,Togo,TGO,2006,114503.0304378901
0,Togo,TGO,2007,129641.47649528971
0,Togo,TGO,2008,157876.16088336738
0,Togo,TGO,2009,162808.14245815968
0,Togo,TGO,2010,163652.8414958572
0,Togo,TGO,2011,186962.75610140528
0,Togo,TGO,2012,186655.97503311344
0,Togo,TGO,2013,207625.9661948622
0,Togo,TGO,2014,220438.0178132984
0,Togo,TGO,2015,198445.05940263948
0,Togo,TGO,2016,209330.56000326655
0,Togo,TGO,2017,220234.7358703922
0,Togo,TGO,2018,242366.32365141547
0,Togo,TGO,2019,241104.36652355813
0,Togo,TGO,2020,255157.63589203873
0,Togo,TGO,2021,287635.86890362937
0,Togo,TGO,2022,281678.9427787909
0,Togo,TGO,2023,316219.9497917331
0,Fiji,FJI,1990,30553.421052056085
0,Fiji,FJI,1991,31624.392149000396
0,Fiji,FJI,1992,35018.53761641267
0,Fiji,FJI,1993,37388.05816456831
0,Fiji,FJI,1994,41721.48746708024
0,Fiji,FJI,1995,45025.17598210673
0,Fiji,FJI,1996,48644.809772917666
0,Fiji,FJI,1997,47765.57049524453
0,Fiji,FJI,1998,37777.579908192165
0,Fiji,FJI,1999,44251.83265814581
0,Fiji,FJI,2000,38350.54138097513
0,Fiji,FJI,2001,37761.93335437968
0,Fiji,FJI,2002,41893.97132547655
0,Fiji,FJI,2003,52570.67449923183
0,Fiji,FJI,2004,61884.79825919519
0,Fiji,FJI,2005,68107.95634364407
0,Fiji,FJI,2006,70299.49241763378
0,Fiji,FJI,2007,77200.98190162059
0,Fiji,FJI,2008,80511.57000915807
0,Fiji,FJI,2009,65599.29041569505
0,Fiji,FJI,2010,71758.84495173646
0,Fiji,FJI,2011,86366.82612767519
0,Fiji,FJI,2012,90768.47663257578
0,Fiji,FJI,2013,95748.82210326477
0,Fiji,FJI,2014,110994.17957755616
0,Fiji,FJI,2015,107003.66554812917
0,Fiji,FJI,2016,112664.85790176263
0,Fiji,FJI,2017,122337.06028404171
0,Fiji,FJI,2018,127546.296522931
0,Fiji,FJI,2019,124415.16891221897
0,Fiji,FJI,2020,101290.37255564057
0,Fiji,FJI,2021,98378.24769216069
0,Fiji,FJI,2022,113802.1040701965
0,Fiji,FJI,2023,125566.68509347207
0,Eritrea,ERI,1990,
0,Eritrea,ERI,1991,
0,Eritrea,ERI,1992,26184.657559234493
0,Eritrea,ERI,1993,25678.14798975778
0,Eritrea,ERI,1994,29180.5243635303
0,Eritrea,ERI,1995,31723.09538694807
0,Eritrea,ERI,1996,38063.170401404874
0,Eritrea,ERI,1997,37676.47390450781
0,Eritrea,ERI,1998,40916.36960609011
0,Eritrea,ERI,1999,37809.753787803704
0,Eritrea,ERI,2000,38767.583075874
0,Eritrea,ERI,2001,41292.23816127686
0,Eritrea,ERI,2002,40027.189969656705
0,Eritrea,ERI,2003,47761.63066840992
0,Eritrea,ERI,2004,60867.94972686203
0,Eritrea,ERI,2005,60284.58327337472
0,Eritrea,ERI,2006,66471.91213552227
0,Eritrea,ERI,2007,72334.08352475366
0,Eritrea,ERI,2008,75748.57678699843
0,Eritrea,ERI,2009,101900.58456613285
0,Eritrea,ERI,2010,87237.00185286281
0,Eritrea,ERI,2011,113332.99779969903
0,Eritrea,ERI,2012,
0,Eritrea,ERI,2013,
0,Eritrea,ERI,2014,
0,Eritrea,ERI,2015,
0,Eritrea,ERI,2016,
0,Eritrea,ERI,2017,
0,Eritrea,ERI,2018,
0,Eritrea,ERI,2019,
0,Eritrea,ERI,2020,
0,Eritrea,ERI,2021,
0,Eritrea,ERI,2022,
0,Eritrea,ERI,2023,
0,Italy,ITA,1990,1939286.9452413153
0,Italy,ITA,1991,2045997.4013986397
0,Italy,ITA,1992,2167391.758015901
0,Italy,ITA,1993,1748408.132019054
0,Italy,ITA,1994,1804652.6344682479
0,Italy,ITA,1995,1928516.0268475905
0,Italy,ITA,1996,2154692.5334954974
0,Italy,ITA,1997,2038871.2467754113
0,Italy,ITA,1998,2085124.4902541563
0,Italy,ITA,1999,2056219.8411813385
0,Italy,ITA,2000,1882571.0163266703
0,Italy,ITA,2001,1917616.9498032432
0,Italy,ITA,2002,2096151.9005366855
0,Italy,ITA,2003,2590080.0089531387
0,Italy,ITA,2004,2965914.329926817
0,Italy,ITA,2005,3050751.053789994
0,Italy,ITA,2006,3200700.720739803
0,Italy,ITA,2007,3633388.456004297
0,Italy,ITA,2008,3954439.799663794
0,Italy,ITA,2009,3611760.405680967
0,Italy,ITA,2010,3506968.6011914494
0,Italy,ITA,2011,3767835.357293053
0,Italy,ITA,2012,3426288.6231269697
0,Italy,ITA,2013,3516530.453748465
0,Italy,ITA,2014,3549506.108169825
0,Italy,ITA,2015,3015322.7467952673
0,Italy,ITA,2016,3081705.7294436223
0,Italy,ITA,2017,3220803.2443389376
0,Italy,ITA,2018,3434456.0125791086
0,Italy,ITA,2019,3302080.3364108894
0,Italy,ITA,2020,3115181.1794541846
0,Italy,ITA,2021,3537793.5744599095
0,Italy,ITA,2022,3393477.0816235295
0,Italy,ITA,2023,3701929.9513691287
0,Marshall Islands,MHL,1990,2171.1792083184782
0,Marshall Islands,MHL,1991,2282.704048890523
0,Marshall Islands,MHL,1992,2519.4211255301702
0,Marshall Islands,MHL,1993,2751.7668489546386
0,Marshall Islands,MHL,1994,2989.977932389346
0,Marshall Islands,MHL,1995,3326.378462410554
0,Marshall Islands,MHL,1996,3067.085283089988
0,Marshall Islands,MHL,1997,3040.1566876922648
0,Marshall Islands,MHL,1998,3100.6205933712454
0,Marshall Islands,MHL,1999,3136.0878796229945
0,Marshall Islands,MHL,2000,3177.2121333355663
0,Marshall Islands,MHL,2001,3386.5849422971405
0,Marshall Islands,MHL,2002,3650.909279876447
0,Marshall Islands,MHL,2003,3627.904419589516
0,Marshall Islands,MHL,2004,3673.924694207132
0,Marshall Islands,MHL,2005,3812.9104744560345
0,Marshall Islands,MHL,2006,3954.2075902906213
0,Marshall Islands,MHL,2007,4152.915749103186
0,Marshall Islands,MHL,2008,4045.1108357691787
0,Marshall Islands,MHL,2009,4174.544362082465
0,Marshall Islands,MHL,2010,4444.103505371852
0,Marshall Islands,MHL,2011,4759.91975602103
0,Marshall Islands,MHL,2012,4988.380186383734
0,Marshall Islands,MHL,2013,5140.960841494
0,Marshall Islands,MHL,2014,5130.706954728535
0,Marshall Islands,MHL,2015,5069.190810885666
0,Marshall Islands,MHL,2016,5558.278286214086
0,Marshall Islands,MHL,2017,5891.2482352839925
0,Marshall Islands,MHL,2018,6070.925342369997
0,Marshall Islands,MHL,2019,6418.60467332341
0,Marshall Islands,MHL,2020,6660.811956777755
0,Marshall Islands,MHL,2021,7132.08082892796
0,Marshall Islands,MHL,2022,7159.459707115024
0,Marshall Islands,MHL,2023,7857.369070320199
0,Netherlands,NLD,1990,1168460.224108756
0,Netherlands,NLD,1991,1202118.8417118748
0,Netherlands,NLD,1992,1332287.2394867942
0,Netherlands,NLD,1993,1297737.0846319275
0,Netherlands,NLD,1994,1391631.0637945447
0,Netherlands,NLD,1995,1660213.1938190348
0,Netherlands,NLD,1996,1653564.0026862316
0,Netherlands,NLD,1997,1529947.9294605802
0,Netherlands,NLD,1998,1607747.809900187
0,Netherlands,NLD,1999,1640934.7088310686
0,Netherlands,NLD,2000,1532394.7341657092
0,Netherlands,NLD,2001,1584177.6121292568
0,Netherlands,NLD,2002,1739352.1974684116
0,Netherlands,NLD,2003,2129199.427272294
0,Netherlands,NLD,2004,2416642.1653695377
0,Netherlands,NLD,2005,2515630.955182753
0,Netherlands,NLD,2006,2694047.5607492556
0,Netherlands,NLD,2007,3114710.2485517305
0,Netherlands,NLD,2008,3493922.792119989
0,Netherlands,NLD,2009,3198986.03808332
0,Netherlands,NLD,2010,3110386.1909379885
0,Netherlands,NLD,2011,3322875.6883586724
0,Netherlands,NLD,2012,3079342.047637915
0,Netherlands,NLD,2013,3219740.228336395
0,Netherlands,NLD,2014,3274781.2938464354
0,Netherlands,NLD,2015,2810102.3861956946
0,Netherlands,NLD,2016,2877962.971584744
0,Netherlands,NLD,2017,3060792.0758979796
0,Netherlands,NLD,2018,3355077.068097202
0,Netherlands,NLD,2019,3340948.641479261
0,Netherlands,NLD,2020,3339477.1727476665
0,Netherlands,NLD,2021,3779525.1693133507
0,Netherlands,NLD,2022,3705087.0378100323
0,Netherlands,NLD,2023,4104175.5248378823
0,Nicaragua,NIC,1990,45928.93815108378
0,Nicaragua,NIC,1991,69927.59561618287
0,Nicaragua,NIC,1992,74149.86619871971
0,Nicaragua,NIC,1993,79104.20443101552
0,Nicaragua,NIC,1994,159711.67680517363
0,Nicaragua,NIC,1995,170895.00438284135
0,Nicaragua,NIC,1996,178182.05123655143
0,Nicaragua,NIC,1997,181568.13988569073
0,Nicaragua,NIC,1998,191717.39212362064
0,Nicaragua,NIC,1999,200843.46989822152
0,Nicaragua,NIC,2000,211331.41294693144
0,Nicaragua,NIC,2001,221348.13904556408
0,Nicaragua,NIC,2002,216052.74432294135
0,Nicaragua,NIC,2003,220126.9765443929
0,Nicaragua,NIC,2004,239595.3043432698
0,Nicaragua,NIC,2005,261449.2357449173
0,Nicaragua,NIC,2006,279744.8504993048
0,Nicaragua,NIC,2007,307031.31690865505
0,Nicaragua,NIC,2008,351432.09175481467
0,Nicaragua,NIC,2009,343231.8188560676
0,Nicaragua,NIC,2010,362253.70652933104
0,Nicaragua,NIC,2011,404263.48793351534
0,Nicaragua,NIC,2012,435600.02886122983
0,Nicaragua,NIC,2013,454252.25590937876
0,Nicaragua,NIC,2014,491372.48813650676
0,Nicaragua,NIC,2015,527614.9521914658
0,Nicaragua,NIC,2016,549511.3316169835
0,Nicaragua,NIC,2017,570183.9817310929
0,Nicaragua,NIC,2018,538721.4394809362
0,Nicaragua,NIC,2019,525230.1315757269
0,Nicaragua,NIC,2020,524506.4200752388
0,Nicaragua,NIC,2021,584995.9375042333
0,Nicaragua,NIC,2022,647278.2954348768
0,Nicaragua,NIC,2023,737412.944958677
0,Tunisia,TUN,1990,179933.52162018203
0,Tunisia,TUN,1991,191414.3955265784
0,Tunisia,TUN,1992,226871.30599510216
0,Tunisia,TUN,1993,213865.56195775943
0,Tunisia,TUN,1994,228869.16739930672
0,Tunisia,TUN,1995,263971.45163870015
0,Tunisia,TUN,1996,286755.4168609856
0,Tunisia,TUN,1997,303723.85019291955
0,Tunisia,TUN,1998,319193.65863371396
0,Tunisia,TUN,1999,335887.73956704786
0,Tunisia,TUN,2000,314371.75941913057
0,Tunisia,TUN,2001,323043.0750856729
0,Tunisia,TUN,2002,338792.52041382244
0,Tunisia,TUN,2003,401924.2432932438
0,Tunisia,TUN,2004,456531.07377024327
0,Tunisia,TUN,2005,472463.7719328844
0,Tunisia,TUN,2006,503273.2605714994
0,Tunisia,TUN,2007,569719.5249849948
0,Tunisia,TUN,2008,656740.7527551026
0,Tunisia,TUN,2009,636190.6387582747
0,Tunisia,TUN,2010,676455.6951079553
0,Tunisia,TUN,2011,704523.9373547037
0,Tunisia,TUN,2012,692637.3960103135
0,Tunisia,TUN,2013,712753.3646387778
0,Tunisia,TUN,2014,735977.7191113172
0,Tunisia,TUN,2015,670210.3156744329
0,Tunisia,TUN,2016,649430.0327407136
0,Tunisia,TUN,2017,617272.727422997
0,Tunisia,TUN,2018,624930.1542000634
0,Tunisia,TUN,2019,613495.756195708
0,Tunisia,TUN,2020,622078.8221836489
0,Tunisia,TUN,2021,685330.4172754327
0,Tunisia,TUN,2022,652646.2629858466
0,Tunisia,TUN,2023,710471.7110669243
0,Cambodia,KHM,1990,52016.98567085879
0,Cambodia,KHM,1991,76214.20287016418
0,Cambodia,KHM,1992,92403.4350216886
0,Cambodia,KHM,1993,93970.05525132029
0,Cambodia,KHM,1994,103527.83290093255
0,Cambodia,KHM,1995,127626.30446549412
0,Cambodia,KHM,1996,130055.17702567129
0,Cambodia,KHM,1997,127708.18275870578
0,Cambodia,KHM,1998,115729.31431690996
0,Cambodia,KHM,1999,130446.3317043481
0,Cambodia,KHM,2000,135519.525997412
0,Cambodia,KHM,2001,147757.3003059505
0,Cambodia,KHM,2002,158884.63876872725
0,Cambodia,KHM,2003,172763.528985455
0,Cambodia,KHM,2004,197967.80317416092
0,Cambodia,KHM,2005,233394.42542168582
0,Cambodia,KHM,2006,269797.811976681
0,Cambodia,KHM,2007,320409.1389245132
0,Cambodia,KHM,2008,383928.38688362733
0,Cambodia,KHM,2009,385780.4557987088
0,Cambodia,KHM,2010,416949.80677590275
0,Cambodia,KHM,2011,475817.8004855011
0,Cambodia,KHM,2012,521246.5655133328
0,Cambodia,KHM,2013,564770.7343365425
0,Cambodia,KHM,2014,619460.935195674
0,Cambodia,KHM,2015,669430.7656407356
0,Cambodia,KHM,2016,742374.5583550277
0,Cambodia,KHM,2017,822500.7183632845
0,Cambodia,KHM,2018,911309.1119605091
0,Cambodia,KHM,2019,1004682.3842082343
0,Cambodia,KHM,2020,959561.8151817347
0,Cambodia,KHM,2021,999922.9648918762
0,Cambodia,KHM,2022,1094265.4017051917
0,Cambodia,KHM,2023,1178377.6685218583
0,Lithuania,LTU,1990,
0,Lithuania,LTU,1991,
0,Lithuania,LTU,1992,
0,Lithuania,LTU,1993,
0,Lithuania,LTU,1994,
0,Lithuania,LTU,1995,38247.2001528601
0,Lithuania,LTU,1996,40752.78821124468
0,Lithuania,LTU,1997,49193.13985143097
0,Lithuania,LTU,1998,54642.628523486506
0,Lithuania,LTU,1999,53339.88540203429
0,Lithuania,LTU,2000,56029.309937904945
0,Lithuania,LTU,2001,59493.76834912656
0,Lithuania,LTU,2002,69325.91471838673
0,Lithuania,LTU,2003,91309.95769650798
0,Lithuania,LTU,2004,110006.78302033206
0,Lithuania,LTU,2005,126877.49899652138
0,Lithuania,LTU,2006,146741.65965027147
0,Lithuania,LTU,2007,192996.83492164404
0,Lithuania,LTU,2008,232374.46270590785
0,Lithuania,LTU,2009,181767.56933004752
0,Lithuania,LTU,2010,180506.32384216803
0,Lithuania,LTU,2011,211651.7240112865
0,Lithuania,LTU,2012,208697.80553453192
0,Lithuania,LTU,2013,226180.09466784852
0,Lithuania,LTU,2014,235953.15442353734
0,Lithuania,LTU,2015,201444.62377329194
0,Lithuania,LTU,2016,209280.4974008647
0,Lithuania,LTU,2017,232185.7598423254
0,Lithuania,LTU,2018,261319.98253066407
0,Lithuania,LTU,2019,266459.31996026484
0,Lithuania,LTU,2020,276943.01450173114
0,Lithuania,LTU,2021,324752.3321201063
0,Lithuania,LTU,2022,345244.23801936687
0,Lithuania,LTU,2023,378412.4985969656
0,Sweden,SWE,1990,104960.17266090722
0,Sweden,SWE,1991,109923.79264886488
0,Sweden,SWE,1992,113969.16972983198
0,Sweden,SWE,1993,85361.63383921493
0,Sweden,SWE,1994,91807.34034741868
0,Sweden,SWE,1995,107148.6674624914
0,Sweden,SWE,1996,116944.53260113875
0,Sweden,SWE,1997,107485.48665216897
0,Sweden,SWE,1998,108552.91008464103
0,Sweden,SWE,1999,109860.91909055505
0,Sweden,SWE,2000,105356.71417546827
0,Sweden,SWE,2001,97163.568020498
0,Sweden,SWE,2002,106965.55532637743
0,Sweden,SWE,2003,134017.95508027106
0,Sweden,SWE,2004,154373.28223359713
0,Sweden,SWE,2005,157219.3111617782
0,Sweden,SWE,2006,169595.59152151018
0,Sweden,SWE,2007,196916.95990852296
0,Sweden,SWE,2008,207520.78108968775
0,Sweden,SWE,2009,174984.4044165532
0,Sweden,SWE,2010,198744.8085057491
0,Sweden,SWE,2011,230123.70806666435
0,Sweden,SWE,2012,221461.25712814744
0,Sweden,SWE,2013,235233.58457938294
0,Sweden,SWE,2014,233278.3329104322
0,Sweden,SWE,2015,202469.16402053484
0,Sweden,SWE,2016,206698.45309162018
0,Sweden,SWE,2017,216865.5591776965
0,Sweden,SWE,2018,222652.43078398635
0,Sweden,SWE,2019,214003.8264485169
0,Sweden,SWE,2020,219284.83892062848
0,Sweden,SWE,2021,256427.6038890531
0,Sweden,SWE,2022,236663.71453329604
0,Sweden,SWE,2023,237809.3768128875
0,Oman,OMN,1990,20279.58238849143
0,Oman,OMN,1991,19683.323216571313
0,Oman,OMN,1992,21611.122552885223
0,Oman,OMN,1993,21681.987571803802
0,Oman,OMN,1994,22420.879520655566
0,Oman,OMN,1995,23954.63324221841
0,Oman,OMN,1996,26514.801314232493
0,Oman,OMN,1997,27486.148579919085
0,Oman,OMN,1998,24291.86813164364
0,Oman,OMN,1999,27062.691274099565
0,Oman,OMN,2000,33855.494223473834
0,Oman,OMN,2001,33759.25636819552
0,Oman,OMN,2002,34958.073574067595
0,Oman,OMN,2003,37545.644742664976
0,Oman,OMN,2004,42977.81766306439
0,Oman,OMN,2005,53943.291045446604
0,Oman,OMN,2006,64588.577766203154
0,Oman,OMN,2007,73039.8455861984
0,Oman,OMN,2008,105702.38183189294
0,Oman,OMN,2009,83978.77482824566
0,Oman,OMN,2010,112797.24985830991
0,Oman,OMN,2011,134498.19495109832
0,Oman,OMN,2012,151699.43702733013
0,Oman,OMN,2013,156085.39491797928
0,Oman,OMN,2014,160880.74498798605
0,Oman,OMN,2015,136603.8338890296
0,Oman,OMN,2016,130387.1211147259
0,Oman,OMN,2017,140328.08402340696
0,Oman,OMN,2018,158809.86150519326
0,Oman,OMN,2019,152831.02048229123
0,Oman,OMN,2020,131741.9672943225
0,Oman,OMN,2021,153058.57979364716
0,Oman,OMN,2022,199007.02790527907
0,Oman,OMN,2023,187769.73165689016
0,New Zealand,NZL,1990,197424.22431157524
0,New Zealand,NZL,1991,185491.58293169638
0,New Zealand,NZL,1992,180737.7067367974
0,New Zealand,NZL,1993,202980.86369678716
0,New Zealand,NZL,1994,240035.98321011456
0,New Zealand,NZL,1995,277372.5589843073
0,New Zealand,NZL,1996,304373.2414579108
0,New Zealand,NZL,1997,286730.34039919806
0,New Zealand,NZL,1998,243995.46815501642
0,New Zealand,NZL,1999,254996.3892765845
0,New Zealand,NZL,2000,228356.54632616395
0,New Zealand,NZL,2001,233777.15465664788
0,New Zealand,NZL,2002,289128.2639428587
0,New Zealand,NZL,2003,382961.052316436
0,New Zealand,NZL,2004,450892.34342333017
0,New Zealand,NZL,2005,497823.2372451419
0,New Zealand,NZL,2006,484018.036287216
0,New Zealand,NZL,2007,595325.7367361493
0,New Zealand,NZL,2008,577718.0501587426
0,New Zealand,NZL,2009,526695.7061004635
0,New Zealand,NZL,2010,635806.7843028326
0,New Zealand,NZL,2011,730310.4951753453
0,New Zealand,NZL,2012,764659.0599197071
0,New Zealand,NZL,2013,828445.3880769319
0,New Zealand,NZL,2014,873695.9571265754
0,New Zealand,NZL,2015,772875.8684798706
0,New Zealand,NZL,2016,819715.9329630112
0,New Zealand,NZL,2017,896388.5553364258
0,New Zealand,NZL,2018,919299.3293050906
0,New Zealand,NZL,2019,923640.3152274833
0,New Zealand,NZL,2020,922992.1008695741
0,New Zealand,NZL,2021,1100677.9490384364
0,New Zealand,NZL,2022,1070689.8742137866
0,New Zealand,NZL,2023,1099903.8913963537
0,Argentina,ARG,1990,1111367.9887067056
0,Argentina,ARG,1991,1491650.2160528065
0,Argentina,ARG,1992,1798746.3089187408
0,Argentina,ARG,1993,1861352.8338222594
0,Argentina,ARG,1994,2024090.5727527183
0,Argentina,ARG,1995,2028743.1348892408
0,Argentina,ARG,1996,2139744.1864201715
0,Argentina,ARG,1997,2302568.136442621
0,Argentina,ARG,1998,2350444.121216294
0,Argentina,ARG,1999,2229164.9761442235
0,Argentina,ARG,2000,2234517.2899159817
0,Argentina,ARG,2001,2112595.3954486246
0,Argentina,ARG,2002,768343.0536740086
0,Argentina,ARG,2003,1003137.0037739528
0,Argentina,ARG,2004,1294602.8774023417
0,Argentina,ARG,2005,1562546.1485030346
0,Argentina,ARG,2006,1828453.0735142487
0,Argentina,ARG,2007,2260673.5219589365
0,Argentina,ARG,2008,2842705.929219144
0,Argentina,ARG,2009,2617986.9615518157
0,Argentina,ARG,2010,3330718.891457992
0,Argentina,ARG,2011,4168303.514720404
0,Argentina,ARG,2012,4292719.777601716
0,Argentina,ARG,2013,4340230.276208313
0,Argentina,ARG,2014,4138124.1837107483
0,Argentina,ARG,2015,4676143.651943359
0,Argentina,ARG,2016,4383529.809892917
0,Argentina,ARG,2017,5060449.670590381
0,Argentina,ARG,2018,4126332.335764949
0,Argentina,ARG,2019,3520416.539820745
0,Argentina,ARG,2020,3032837.6579245697
0,Argentina,ARG,2021,3836074.412444296
0,Argentina,ARG,2022,4962209.188915505
0,Argentina,ARG,2023,5036571.765503149
0,Mauritius,MUS,1990,34133.445128593805
0,Mauritius,MUS,1991,36749.949084967375
0,Mauritius,MUS,1992,41475.74450849198
0,Mauritius,MUS,1993,41978.68510396763
0,Mauritius,MUS,1994,45770.621583921966
0,Mauritius,MUS,1995,51973.440545148456
0,Mauritius,MUS,1996,56882.328960711195
0,Mauritius,MUS,1997,53864.83028576843
0,Mauritius,MUS,1998,53637.105855506015
0,Mauritius,MUS,1999,55875.839244814706
0,Mauritius,MUS,2000,59987.209537920964
0,Mauritius,MUS,2001,59348.095729019056
0,Mauritius,MUS,2002,62276.79517024725
0,Mauritius,MUS,2003,74822.02913022382
0,Mauritius,MUS,2004,84627.73027592432
0,Mauritius,MUS,2005,83468.75344902123
0,Mauritius,MUS,2006,89214.77959937816
0,Mauritius,MUS,2007,103447.63682348705
0,Mauritius,MUS,2008,126804.87627723216
0,Mauritius,MUS,2009,115869.91924463536
0,Mauritius,MUS,2010,126973.86746390547
0,Mauritius,MUS,2011,146200.08450119724
0,Mauritius,MUS,2012,148107.58526784394
0,Mauritius,MUS,2013,156031.37265140575
0,Mauritius,MUS,2014,165946.37059967517
0,Mauritius,MUS,2015,152405.27492588482
0,Mauritius,MUS,2016,159854.18515434678
0,Mauritius,MUS,2017,174061.79829300422
0,Mauritius,MUS,2018,187036.17502450314
0,Mauritius,MUS,2019,183236.62031612836
0,Mauritius,MUS,2020,144799.9880009858
0,Mauritius,MUS,2021,145767.71099987958
0,Mauritius,MUS,2022,164091.32000176312
0,Mauritius,MUS,2023,182738.81536812027
0,Guyana,GUY,1990,22313.55706423161
0,Guyana,GUY,1991,19610.088044091946
0,Guyana,GUY,1992,21018.957179410685
0,Guyana,GUY,1993,25549.84942345892
0,Guyana,GUY,1994,30432.13180728362
0,Guyana,GUY,1995,34975.60542690603
0,Guyana,GUY,1996,39689.412571338085
0,Guyana,GUY,1997,42149.978132359756
0,Guyana,GUY,1998,40371.603387838535
0,Guyana,GUY,1999,39090.137182409395
0,Guyana,GUY,2000,40098.00047411895
0,Guyana,GUY,2001,40069.84302984889
0,Guyana,GUY,2002,40855.52155104432
0,Guyana,GUY,2003,41808.22339403628
0,Guyana,GUY,2004,44326.0900274701
0,Guyana,GUY,2005,46411.60469085984
0,Guyana,GUY,2006,133899.59524943022
0,Guyana,GUY,2007,153657.12533120246
0,Guyana,GUY,2008,170211.07263738711
0,Guyana,GUY,2009,178114.88798932574
0,Guyana,GUY,2010,193151.57644019672
0,Guyana,GUY,2011,207694.3984622024
0,Guyana,GUY,2012,228608.20135373302
0,Guyana,GUY,2013,234499.80613393456
0,Guyana,GUY,2014,232241.29988769523
0,Guyana,GUY,2015,240803.654695753
0,Guyana,GUY,2016,252217.33819098992
0,Guyana,GUY,2017,267154.30507789395
0,Guyana,GUY,2018,269374.65752472024
0,Guyana,GUY,2019,291099.7388520795
0,Guyana,GUY,2020,307838.2659534339
0,Guyana,GUY,2021,452444.31970692286
0,Guyana,GUY,2022,828124.7848101222
0,Guyana,GUY,2023,944475.1966405872
0,Guinea,GIN,1990,81114.68528640148
0,Guinea,GIN,1991,91709.16750794754
0,Guinea,GIN,1992,99908.45413366053
0,Guinea,GIN,1993,99740.43249110751
0,Guinea,GIN,1994,102903.69210969923
0,Guinea,GIN,1995,112351.7672756472
0,Guinea,GIN,1996,117682.59308421212
0,Guinea,GIN,1997,115088.9951769798
0,Guinea,GIN,1998,109147.79032393597
0,Guinea,GIN,1999,105281.99165708068
0,Guinea,GIN,2000,91110.04002734137
0,Guinea,GIN,2001,86063.08531688325
0,Guinea,GIN,2002,89736.33354863385
0,Guinea,GIN,2003,104830.58211712773
0,Guinea,GIN,2004,110579.90373735334
0,Guinea,GIN,2005,89337.04949067754
0,Guinea,GIN,2006,88034.28580664199
0,Guinea,GIN,2007,131047.77537721129
0,Guinea,GIN,2008,145280.50839785274
0,Guinea,GIN,2009,140122.08427782726
0,Guinea,GIN,2010,142970.94663062913
0,Guinea,GIN,2011,141545.49411139826
0,Guinea,GIN,2012,159338.10197482037
0,Guinea,GIN,2013,174745.46395710853
0,Guinea,GIN,2014,183128.70468387983
0,Guinea,GIN,2015,183456.82388875258
0,Guinea,GIN,2016,179321.17570499296
0,Guinea,GIN,2017,215384.04096217416
0,Guinea,GIN,2018,247350.81527567262
0,Guinea,GIN,2019,280433.0129710632
0,Guinea,GIN,2020,295765.3936605492
0,Guinea,GIN,2021,335693.1827985233
0,Guinea,GIN,2022,438067.23242394644
0,Guinea,GIN,2023,492578.701431961
0,Georgia,GEO,1990,71136.72070079962
0,Georgia,GEO,1991,60703.33499801568
0,Georgia,GEO,1992,35378.66242853102
0,Georgia,GEO,1993,25621.563880481943
0,Georgia,GEO,1994,23845.70004210328
0,Georgia,GEO,1995,25550.113496069273
0,Georgia,GEO,1996,29356.204926372026
0,Georgia,GEO,1997,33296.91962698235
0,Georgia,GEO,1998,34273.6465814311
0,Georgia,GEO,1999,26557.954556510565
